0,1,1
1,2,1
2,3,0
3,4,1
4,5,1
5,6,1
6,7,0
7,8,0
8,9,0
9,10,0
10,11,0
11,12,1
12,13,0
13,14,0
14,15,0
15,16,0
16,17,0
17,18,0
18,19,0
19,20,1
20,21,0
21,22,0
22,23,0
23,24,1
24,25,1
25,26,1
26,27,1
27,28,1
28,29,0
29,30,1
30,31,1
31,32,1
32,33,1
33,34,1
34,35,1
35,36,1
36,37,0
37,38,0
38,39,0
39,40,1
40,41,1
41,42,1
42,43,1
43,44,0
44,45,0
45,46,1
46,47,1
47,48,1
48,49,1
49,50,1
50,51,1
51,52,1
52,53,1
53,54,0
54,55,0
55,56,0
56,57,1
57,58,1
58,59,1
59,60,1
60,61,0
61,62,1
62,63,1
63,64,1
64,65,1
65,66,1
66,67,1
67,68,1
68,69,1
69,70,1
70,71,1
71,72,1
72,73,1
73,74,1
74,75,0
75,76,1
76,77,0
77,78,1
78,79,1
79,80,1
80,81,1
81,82,1
82,83,1
83,84,0
84,85,0
85,86,0
86,87,0
87,88,1
88,89,1
89,90,1
90,91,0
91,92,1
92,93,0
93,94,0
94,95,0
95,96,0
96,97,0
97,98,1
98,99,1
99,100,0
100,101,0
101,102,1
102,103,0
103,104,0
104,105,0
105,106,1
106,107,1
107,108,0
108,109,1
109,110,1
110,111,1
111,112,1
112,113,0
113,114,1
114,115,1
115,116,0
116,117,1
117,118,1
118,119,0
119,120,1
120,121,1
121,122,0
122,123,1
123,124,0
124,125,0
125,126,1
126,127,0
127,128,1
128,129,0
129,130,1
130,131,0
131,132,0
132,133,1
133,134,0
134,135,0
135,136,1
136,137,0
137,138,0
138,139,1
139,140,1
140,141,1
141,142,1
142,143,1
143,144,1
144,145,1
145,146,1
146,147,1
147,148,0
148,149,1
149,150,1
150,151,1
151,152,1
152,153,1
153,154,0
154,155,0
155,156,1
156,157,1
157,158,0
158,159,0
159,160,1
160,161,1
161,162,1
162,163,1
163,164,0
164,165,0
165,166,1
166,167,1
167,168,0
168,169,1
169,170,1
170,171,1
171,172,0
172,173,0
173,174,1
174,175,1
175,176,0
176,177,1
177,178,1
178,179,1
179,180,0
180,181,1
181,182,0
182,183,1
183,184,1
184,185,0
185,186,0
186,187,1
187,188,0
188,189,0
189,190,0
190,191,0
191,192,0
192,193,0
193,194,1
194,195,0
195,196,0
196,197,0
197,198,0
198,199,0
199,200,0
200,201,0
201,202,0
202,203,0
203,204,1
204,205,0
205,206,1
206,207,0
207,208,0
208,209,0
209,210,0
210,211,0
211,212,0
212,213,0
213,214,1
214,215,0
215,216,0
216,217,0
217,218,0
218,219,0
219,220,0
220,221,0
221,222,0
222,223,0
223,224,1
224,225,0
225,226,0
226,227,0
227,228,0
228,229,0
229,230,0
230,231,0
231,232,0
232,233,1
233,234,1
234,235,0
235,236,0
236,237,1
237,238,0
238,239,0
239,240,0
240,241,0
241,242,0
242,243,0
243,244,1
244,245,0
245,246,0
246,247,0
247,248,0
248,249,0
249,250,0
250,251,0
251,252,0
252,253,0
253,254,0
254,255,0
255,256,0
256,257,0
257,258,0
258,259,0
259,260,0
260,261,1
261,262,1
262,263,0
263,264,0
264,265,0
265,266,0
266,267,1
267,268,1
268,269,1
269,270,0
270,271,0
271,272,1
272,273,0
273,274,0
274,275,0
275,276,0
276,277,0
277,278,0
278,279,0
279,280,0
280,281,1
281,282,0
282,283,1
283,284,0
284,285,1
285,286,0
286,287,0
287,288,0
288,289,0
289,290,1
290,291,1
291,292,0
292,293,1
293,294,0
294,295,1
295,296,0
296,297,0
297,298,0
298,299,1
299,300,1
300,301,0
301,302,0
